Time(fs),Time_ZINDO(s),Time_LC-DFTB(s),Time_STO-3G(s),Time_3-21G(s),Time_6-31G(s),Time_def2-SVP(s),Time_def2-TZVP(s),Time_def2-QZVP(s)
6799,0.017117,0.26,0.40785,,,,,
6800,0.016533,0.26,0.385183,0.4319,0.638683,0.975333,3.488117,
6801,0.019983,0.26,0.401317,,,,,
6802,0.016267,0.26,0.389333,0.446183,,,,
6803,0.016133,0.27,0.3863,,,,,
6804,0.016517,0.26,0.389967,0.437233,0.6475,,,
6805,0.0154,0.26,0.400217,,,,,
6806,0.016717,0.26,0.40745,0.4542,,,,
6807,0.01725,0.26,0.426417,,,,,
6808,0.017917,0.26,0.409417,0.480733,0.637033,1.00455,,
6809,0.016217,0.26,0.414267,,,,,
6810,0.01705,0.25,0.411817,0.458283,,,,
6811,0.0186,0.25,0.410067,,,,,
6812,0.018533,0.25,0.4097,0.4208,0.62815,,,
6813,0.018267,0.24,0.395417,,,,,
6814,0.016417,0.24,0.367,0.422517,,,,
6815,0.0182,0.24,0.376933,,,,,
6816,0.018217,0.24,0.403283,0.416333,0.63885,1.031717,3.480367,19.167083
6817,0.018683,0.25,0.385883,,,,,
6818,0.017367,0.25,0.402233,0.458483,,,,
6819,0.016767,0.25,0.399867,,,,,
6820,0.016833,0.25,0.415283,0.430833,0.624333,,,
6821,0.018533,0.26,0.406133,,,,,
6822,0.0177,0.26,0.380667,0.41135,,,,
6823,0.01895,0.26,0.386417,,,,,
6824,0.018467,0.26,0.388717,0.444033,0.612167,1.068667,,
6825,0.020833,0.26,0.393433,,,,,
6826,0.017783,0.26,0.394633,0.414317,,,,
6827,0.017233,0.26,0.426783,,,,,
6828,0.020117,0.26,0.388867,0.41965,0.6349,,,
6829,0.018217,0.26,0.40755,,,,,
6830,0.01575,0.25,0.39415,0.419067,,,,
6831,0.01905,0.25,0.422867,,,,,
6832,0.0188,0.25,0.416117,0.4166,0.611583,1.038,3.492967,
6833,0.019983,0.24,0.38695,,,,,
6834,0.020267,0.25,0.38295,0.418,,,,
6835,0.018283,0.25,0.383483,,,,,
6836,0.018133,0.25,0.439,0.439183,0.635433,,,
6837,0.01615,0.26,0.415,,,,,
6838,0.016717,0.26,0.43845,0.46565,,,,
6839,0.01605,0.26,0.380717,,,,,
6840,0.016433,0.25,0.38265,0.46195,0.6836,0.993033,,
6841,0.018533,0.26,0.401667,,,,,
6842,0.017117,0.26,0.402483,0.46685,,,,
6843,0.015667,0.26,0.409783,,,,,
6844,0.016133,0.26,0.4143,0.452267,0.724933,,,
6845,0.0177,0.26,0.392017,,,,,
6846,0.017717,0.26,0.3986,0.444417,,,,
6847,0.016033,0.25,0.408767,,,,,
6848,0.0163,0.25,0.360133,0.411717,0.6171,1.046217,3.466067,20.462983
6849,0.018567,0.25,0.377567,,,,,
6850,0.017133,0.26,0.3912,0.42735,,,,
6851,0.01745,0.25,0.40055,,,,,
6852,0.017567,0.26,0.413483,0.412117,0.62815,,,
6853,0.015933,0.26,0.400083,,,,,
6854,0.0165,0.25,0.4066,0.418167,,,,
6855,0.01685,0.25,0.407033,,,,,
6856,0.0196,0.26,0.427733,0.404417,0.60935,1.036617,,
6857,0.017467,0.26,0.402833,,,,,
6858,0.0181,0.26,0.3933,0.409317,,,,
6859,0.017517,0.26,0.401517,,,,,
6860,0.016617,0.26,0.411033,0.441417,0.653917,,,
6861,0.0184,0.27,0.42365,,,,,
6862,0.01805,0.26,0.425567,0.451083,,,,
6863,0.0185,0.26,0.404083,,,,,
6864,0.017767,0.27,0.400467,0.438517,0.636517,0.9767,3.500967,
6865,0.018867,0.26,0.430867,,,,,
6866,0.019633,0.25,0.385117,0.427533,,,,
6867,0.017417,0.26,0.379867,,,,,
6868,0.01685,0.26,0.399367,0.408783,0.630467,,,
6869,0.01965,0.26,0.421733,,,,,
6870,0.0185,0.24,0.431417,0.437367,,,,
6871,0.01795,0.25,0.4301,,,,,
6872,0.017867,0.25,0.411217,0.429133,0.62215,1.127717,,
6873,0.01785,0.25,0.40005,,,,,
6874,0.01935,0.25,0.415417,0.410883,,,,
6875,0.016967,0.26,0.403283,,,,,
6876,0.016967,0.26,0.402767,0.42635,0.6296,,,
6877,0.018583,0.26,0.38895,,,,,
6878,0.015,0.26,0.391533,0.43395,,,,
6879,0.016717,0.25,0.398717,,,,,
6880,0.0164,0.26,0.3967,0.43305,0.604667,0.95995,3.264783,20.51995
6881,0.01905,0.26,0.3899,,,,,
6882,0.018483,0.26,0.41555,0.437633,,,,
6883,0.019917,0.27,0.41215,,,,,
6884,0.0173,0.26,0.400333,0.465967,0.64565,,,
6885,0.0171,0.26,0.414067,,,,,
6886,0.0168,0.25,0.3952,0.4696,,,,
6887,0.0178,0.26,0.389467,,,,,
6888,0.017783,0.24,0.392933,0.447533,0.6374,1.06485,,
6889,0.020217,0.25,0.391767,,,,,
6890,0.017133,0.24,0.3888,0.447117,,,,
6891,0.017667,0.25,0.385,,,,,
6892,0.017967,0.25,0.38625,0.405667,0.648433,,,
6893,0.0183,0.25,0.396117,,,,,
6894,0.0174,0.25,0.389033,0.441933,,,,
6895,0.016567,0.27,0.39705,,,,,
6896,0.016533,0.26,0.401333,0.470283,0.662967,1.00075,3.246183,
6897,0.0172,0.26,0.379183,,,,,
6898,0.016233,0.27,0.378467,0.438983,,,,
6899,0.016983,0.26,0.422017,,,,,
6900,0.0167,0.26,0.4241,0.4548,0.648417,,,
6901,0.017533,0.26,0.4115,,,,,
6902,0.018317,0.26,0.40095,0.418083,,,,
6903,0.015233,0.26,0.41955,,,,,
6904,0.017717,0.26,0.406233,0.431367,0.61635,1.0073,,
6905,0.0158,0.26,0.389683,,,,,
6906,0.017417,0.25,0.407367,0.418817,,,,
6907,0.016767,0.25,0.391917,,,,,
6908,0.0174,0.24,0.383667,0.421583,0.681033,,,
6909,0.0166,0.26,0.400683,,,,,
6910,0.017067,0.24,0.407217,0.426617,,,,
6911,0.016833,0.24,0.41565,,,,,
6912,0.017683,0.26,0.400733,0.4461,0.621967,0.968183,3.2646,19.083383
6913,0.01935,0.25,0.3817,,,,,
6914,0.01675,0.25,0.409283,0.448917,,,,
6915,0.02015,0.26,0.395,,,,,
6916,0.022117,0.25,0.401983,0.449933,0.611433,,,
6917,0.017967,0.26,0.401817,,,,,
6918,0.019433,0.26,0.394633,0.464217,,,,
6919,0.018333,0.26,0.40335,,,,,
6920,0.019517,0.26,0.426017,0.436817,0.628967,1.037283,,
6921,0.0188,0.26,0.40775,,,,,
6922,0.018767,0.26,0.4276,0.43975,,,,
6923,0.016483,0.26,0.40785,,,,,
6924,0.0211,0.26,0.410333,0.430267,0.621983,,,
6925,0.0186,0.26,0.4007,,,,,
6926,0.016467,0.24,0.409583,0.4357,,,,
6927,0.017583,0.24,0.428867,,,,,
6928,0.01555,0.24,0.39805,0.448567,0.65145,1.0782,3.620783,
6929,0.018483,0.24,0.413883,,,,,
6930,0.016917,0.25,0.416883,0.421917,,,,
6931,0.01585,0.25,0.403733,,,,,
6932,0.018,0.26,0.394633,0.429633,0.658483,,,
6933,0.017183,0.27,0.369967,,,,,
6934,0.017233,0.26,0.386567,0.420367,,,,
6935,0.018017,0.26,0.40295,,,,,
6936,0.017583,0.25,0.413683,0.440683,0.617583,1.016083,,
6937,0.016517,0.26,0.42705,,,,,
6938,0.0165,0.25,0.412867,0.43855,,,,
6939,0.0165,0.27,0.409833,,,,,
6940,0.018467,0.26,0.409217,0.448417,0.691083,,,
6941,0.017367,0.26,0.383367,,,,,
6942,0.018517,0.26,0.406083,0.4602,,,,
6943,0.019133,0.26,0.4216,,,,,
6944,0.02005,0.26,0.38755,0.47505,0.611883,0.988533,3.486017,19.18435
6945,0.019633,0.24,0.3987,,,,,
6946,0.017417,0.24,0.383733,0.40495,,,,
6947,0.017983,0.24,0.399133,,,,,
6948,0.017683,0.25,0.3854,0.407033,0.6094,,,
6949,0.015983,0.25,0.38505,,,,,
6950,0.01785,0.26,0.38365,0.4337,,,,
6951,0.017883,0.26,0.393617,,,,,
6952,0.01775,0.26,0.385867,0.46755,0.655083,1.0055,,
6953,0.017967,0.26,0.387233,,,,,
6954,0.01735,0.26,0.41005,0.458267,,,,
6955,0.01845,0.26,0.397533,,,,,
6956,0.017583,0.26,0.401967,0.449217,0.647483,,,
6957,0.017383,0.26,0.4082,,,,,
6958,0.016367,0.25,0.423583,0.441983,,,,
6959,0.017217,0.26,0.422417,,,,,
6960,0.016183,0.26,0.394,0.408917,0.619467,0.995617,3.4974,
6961,0.0167,0.26,0.366883,,,,,
6962,0.01685,0.26,0.375967,0.406183,,,,
6963,0.018917,0.24,0.3687,,,,,
6964,0.015467,0.24,0.407883,0.407633,0.653183,,,
6965,0.017317,0.24,0.392367,,,,,
6966,0.017583,0.24,0.390267,0.401367,,,,
6967,0.018367,0.25,0.395817,,,,,
6968,0.017483,0.25,0.394767,0.42885,0.622883,1.060183,,
6969,0.016617,0.26,0.392983,,,,,
6970,0.017267,0.26,0.409783,0.425283,,,,
6971,0.018233,0.26,0.387167,,,,,
6972,0.01715,0.26,0.398433,0.405417,0.651633,,,
6973,0.0173,0.27,0.42105,,,,,
6974,0.016867,0.26,0.405933,0.436217,,,,
6975,0.0188,0.26,0.398833,,,,,
6976,0.018717,0.26,0.402483,0.464033,0.664883,1.02795,3.485733,19.19445
6977,0.01825,0.25,0.39595,,,,,
6978,0.018133,0.25,0.3857,0.407483,,,,
6979,0.017167,0.26,0.3945,,,,,
6980,0.0169,0.26,0.437933,0.4086,0.650317,,,
6981,0.017383,0.25,0.422483,,,,,
6982,0.018,0.25,0.409733,0.4207,,,,
6983,0.017417,0.25,0.406817,,,,,
6984,0.01805,0.24,0.410667,0.411033,0.625483,1.087067,,
6985,0.017917,0.24,0.4283,,,,,
6986,0.017917,0.24,0.390883,0.421183,,,,
6987,0.018883,0.25,0.408617,,,,,
6988,0.016583,0.25,0.403583,0.428367,0.624033,,,
6989,0.01665,0.26,0.40055,,,,,
6990,0.017467,0.26,0.406517,0.4473,,,,
6991,0.01725,0.26,0.398517,,,,,
6992,0.017617,0.26,0.403783,0.433683,0.654033,0.99275,3.626717,
6993,0.017317,0.26,0.417133,,,,,
6994,0.017283,0.25,0.40335,0.456883,,,,
6995,0.018917,0.26,0.393917,,,,,
6996,0.017517,0.26,0.398467,0.447783,0.668817,,,
6997,0.0195,0.26,0.377067,,,,,
6998,0.017833,0.25,0.412917,0.4392,,,,
6999,0.017617,0.26,0.411583,,,,,
7000,0.016933,0.25,0.4317,0.404317,0.611567,0.998283,,
7001,0.016783,0.26,0.438117,,,,,
7002,0.016883,0.25,0.44105,0.412917,,,,
7003,0.01665,0.25,0.430867,,,,,
7004,0.016667,0.25,0.436883,0.4046,0.655633,,,
7005,0.017433,0.26,0.43155,,,,,
7006,0.020467,0.26,0.40165,0.449333,,,,
7007,0.017267,0.26,0.396717,,,,,
7008,0.01695,0.26,0.39795,0.433817,0.674133,0.983133,3.504667,19.304517
7009,0.016367,0.26,0.405567,,,,,
7010,0.016633,0.26,0.42415,0.434317,,,,
7011,0.017117,0.26,0.390833,,,,,
7012,0.018033,0.26,0.3991,0.454317,0.650617,,,
7013,0.018133,0.26,0.42025,,,,,
7014,0.01625,0.26,0.40115,0.433517,,,,
7015,0.0166,0.25,0.378617,,,,,
7016,0.0192,0.25,0.395917,0.451533,0.603883,0.962217,,
7017,0.0187,0.25,0.414817,,,,,
7018,0.018067,0.26,0.402583,0.417083,,,,
7019,0.017733,0.25,0.443117,,,,,
7020,0.016633,0.25,0.435433,0.413567,0.655217,,,
7021,0.016967,0.25,0.403267,,,,,
7022,0.017333,0.24,0.414817,0.412867,,,,
7023,0.017267,0.24,0.418483,,,,,
7024,0.018083,0.25,0.4107,0.411317,0.616783,0.995,3.512883,
7025,0.019167,0.26,0.414333,,,,,
7026,0.018933,0.25,0.391233,0.4141,,,,
7027,0.01785,0.25,0.3996,,,,,
7028,0.0176,0.26,0.387,0.447467,0.619583,,,
7029,0.0176,0.26,0.423833,,,,,
7030,0.01675,0.26,0.4075,0.435333,,,,
7031,0.014933,0.27,0.4074,,,,,
7032,0.01835,0.26,0.384233,0.458267,0.627433,1.006483,,
7033,0.018333,0.26,0.387817,,,,,
7034,0.0184,0.26,0.3943,0.433467,,,,
7035,0.017733,0.27,0.400183,,,,,
7036,0.018217,0.26,0.3941,0.4097,0.62355,,,
7037,0.01745,0.26,0.415233,,,,,
7038,0.018267,0.26,0.40175,0.417267,,,,
7039,0.0178,0.25,0.39755,,,,,
7040,0.017083,0.25,0.408867,0.42715,0.617583,1.102633,3.657083,20.6769
7041,0.017033,0.24,0.399033,,,,,
7042,0.017117,0.25,0.389733,0.423633,,,,
7043,0.017283,0.27,0.397233,,,,,
7044,0.017083,0.26,0.394767,0.454117,0.62335,,,
7045,0.0168,0.26,0.3841,,,,,
7046,0.016917,0.25,0.40865,0.4484,,,,
7047,0.01755,0.26,0.4046,,,,,
7048,0.018667,0.25,0.405833,0.430183,0.660283,1.04475,,
7049,0.016,0.25,0.396867,,,,,
7050,0.017033,0.26,0.3853,0.450483,,,,
7051,0.017033,0.26,0.396783,,,,,
7052,0.018767,0.26,0.389833,0.4508,0.6919,,,
7053,0.016483,0.26,0.414133,,,,,
7054,0.016567,0.25,0.415717,0.455283,,,,
7055,0.016317,0.25,0.408567,,,,,
7056,0.0156,0.25,0.397633,0.42565,0.635833,1.031983,3.599933,
7057,0.016867,0.25,0.4198,,,,,
7058,0.017517,0.25,0.394167,0.4247,,,,
7059,0.017367,0.25,0.389417,,,,,
7060,0.016733,0.24,0.381167,0.423,0.6262,,,
7061,0.01815,0.25,0.365133,,,,,
7062,0.0193,0.25,0.394483,0.413233,,,,
7063,0.019817,0.26,0.407333,,,,,
7064,0.016633,0.26,0.410917,0.412617,0.627783,0.984633,,
7065,0.016733,0.26,0.4135,,,,,
7066,0.017283,0.26,0.40005,0.424567,,,,
7067,0.018433,0.27,0.401267,,,,,
7068,0.019783,0.26,0.412067,0.424717,0.64845,,,
7069,0.018583,0.31,0.424717,,,,,
7070,0.018233,0.26,0.40275,0.413533,,,,
7071,0.01695,0.3,0.395983,,,,,
7072,0.018967,0.26,0.382417,0.413617,0.62065,1.032717,3.527917,19.296833
7073,0.020683,0.26,0.387667,,,,,
7074,0.018867,0.3,0.429683,0.412417,,,,
7075,0.0164,0.3,0.4315,,,,,
7076,0.01845,0.25,0.41395,0.414767,0.666533,,,
7077,0.018317,0.24,0.406333,,,,,
7078,0.017617,0.29,0.415633,0.405183,,,,
7079,0.0166,0.29,0.41305,,,,,
7080,0.016883,0.29,0.393667,0.4292,0.6462,1.052817,,
7081,0.0171,0.3,0.3874,,,,,
7082,0.0164,0.3,0.387583,0.44425,,,,
7083,0.016067,0.3,0.420817,,,,,
7084,0.01595,0.3,0.42045,0.440767,0.695367,,,
7085,0.016917,0.3,0.413483,,,,,
7086,0.017417,0.31,0.452967,0.448567,,,,
7087,0.016567,0.26,0.4166,,,,,
7088,0.016983,0.31,0.434033,0.44635,0.65485,1.00515,3.6468,
7089,0.01705,0.26,0.4,,,,,
7090,0.018167,0.26,0.402883,0.441883,,,,
7091,0.016533,0.3,0.388417,,,,,
7092,0.016633,0.28,0.383517,0.442017,0.6455,,,
7093,0.016633,0.26,0.384467,,,,,
7094,0.01625,0.25,0.397333,0.408133,,,,
7095,0.018417,0.26,0.39695,,,,,
7096,0.018333,0.25,0.389367,0.422183,0.626083,1.040833,,
7097,0.01875,0.25,0.403733,,,,,
7098,0.017533,0.25,0.378467,0.418567,,,,
7099,0.018567,0.26,0.410217,,,,,
7100,0.01705,0.25,0.39665,0.420117,0.617933,,,
7101,0.01795,0.26,0.38195,,,,,
7102,0.018583,0.25,0.4237,0.41155,,,,
7103,0.017183,0.25,0.392567,,,,,
7104,0.019033,0.25,0.3963,0.43565,0.638667,1.038083,3.64155,18.713567
7105,0.0185,0.25,0.404717,,,,,
7106,0.01865,0.26,0.393983,0.4575,,,,
7107,0.016717,0.25,0.383783,,,,,
7108,0.018633,0.25,0.4007,0.444383,0.653633,,,
7109,0.018117,0.26,0.38805,,,,,
7110,0.018633,0.25,0.3905,0.417733,,,,
7111,0.017017,0.26,0.415883,,,,,
7112,0.020917,0.26,0.382117,0.420867,0.6538,0.979883,,
7113,0.017217,0.25,0.402333,,,,,
7114,0.018883,0.24,0.407833,0.413817,,,,
7115,0.017767,0.25,0.399883,,,,,
7116,0.018933,0.24,0.430083,0.4047,0.64895,,,
7117,0.019967,0.24,0.415983,,,,,
7118,0.0195,0.25,0.431567,0.41335,,,,
7119,0.017083,0.26,0.43745,,,,,
7120,0.017017,0.26,0.43565,0.407,0.6286,0.998183,3.511233,
7121,0.0196,0.26,0.440167,,,,,
7122,0.018,0.26,0.426783,0.431267,,,,
7123,0.019817,0.26,0.444083,,,,,
7124,0.017167,0.26,0.427467,0.408683,0.620917,,,
7125,0.019183,0.3,0.389233,,,,,
7126,0.0178,0.26,0.401517,0.439967,,,,
7127,0.0188,0.26,0.391,,,,,
7128,0.017333,0.31,0.3886,0.417917,0.6562,1.031733,,
7129,0.01735,0.26,0.40315,,,,,
7130,0.017167,0.26,0.408133,0.442033,,,,
7131,0.017633,0.3,0.4118,,,,,
7132,0.016683,0.28,0.4057,0.411567,0.634417,,,
7133,0.017733,0.24,0.402083,,,,,
7134,0.0163,0.25,0.407617,0.457717,,,,
7135,0.016817,0.24,0.440383,,,,,
7136,0.017417,0.24,0.392667,0.4091,0.63075,1.12935,3.647183,19.854483
7137,0.01695,0.26,0.4329,,,,,
7138,0.017283,0.26,0.430483,0.441517,,,,
7139,0.019667,0.26,0.413833,,,,,
7140,0.0175,0.26,0.417183,0.423733,0.674533,,,
7141,0.016667,0.26,0.4131,,,,,
7142,0.0184,0.27,0.41615,0.413017,,,,
7143,0.018917,0.26,0.422467,,,,,
7144,0.016817,0.27,0.38895,0.413917,0.653717,0.991333,,
7145,0.019167,0.25,0.3971,,,,,
7146,0.017417,0.26,0.384567,0.414317,,,,
7147,0.015967,0.26,0.3864,,,,,
7148,0.0168,0.26,0.40545,0.433167,0.651117,,,
7149,0.018533,0.26,0.403617,,,,,
7150,0.018367,0.25,0.407283,0.436317,,,,
7151,0.0184,0.26,0.447133,,,,,
7152,0.017733,0.24,0.437383,0.404183,0.6667,1.007183,3.634317,
7153,0.019133,0.24,0.42045,,,,,
7154,0.01795,0.25,0.412233,0.41795,,,,
7155,0.017517,0.24,0.395567,,,,,
7156,0.01765,0.25,0.391067,0.419083,0.638583,,,
7157,0.017417,0.26,0.41275,,,,,
7158,0.017417,0.26,0.391533,0.434967,,,,
7159,0.018633,0.26,0.395233,,,,,
7160,0.017967,0.26,0.38445,0.419333,0.62925,1.028883,,
7161,0.017533,0.26,0.40495,,,,,
7162,0.018217,0.26,0.413233,0.43425,,,,
7163,0.016833,0.26,0.4156,,,,,
7164,0.017817,0.26,0.39505,0.407467,0.612533,,,
7165,0.01625,0.26,0.388517,,,,,
7166,0.0183,0.26,0.41585,0.4041,,,,
7167,0.020767,0.26,0.4002,,,,,
7168,0.01915,0.26,0.39655,0.412683,0.61885,1.033317,3.514567,19.293
7169,0.016233,0.26,0.425817,,,,,
7170,0.018167,0.25,0.39345,0.421333,,,,
7171,0.016983,0.24,0.383033,,,,,
7172,0.01825,0.25,0.44365,0.424833,0.65795,,,
7173,0.01775,0.25,0.402267,,,,,
7174,0.019183,0.24,0.378783,0.4213,,,,
7175,0.016733,0.26,0.370833,,,,,
7176,0.015733,0.25,0.4042,0.421017,0.615167,0.998367,,
7177,0.016217,0.26,0.390267,,,,,
7178,0.01755,0.26,0.42565,0.44655,,,,
7179,0.016183,0.26,0.397267,,,,,
7180,0.017283,0.26,0.407167,0.4231,0.622067,,,
7181,0.0173,0.25,0.38485,,,,,
7182,0.01765,0.26,0.400817,0.442417,,,,
7183,0.033317,0.26,0.4018,,,,,
7184,0.0167,0.26,0.409117,0.438733,0.660267,1.015567,3.628983,
7185,0.016633,0.26,0.4099,,,,,
7186,0.017567,0.26,0.4052,0.445767,,,,
7187,0.016267,0.26,0.421167,,,,,
7188,0.018417,0.26,0.41115,0.423817,0.660467,,,
7189,0.018967,0.26,0.427333,,,,,
7190,0.017417,0.25,0.394533,0.417233,,,,
7191,0.020417,0.26,0.404167,,,,,
7192,0.016867,0.24,0.42815,0.428417,0.661567,0.993,,
7193,0.0165,0.24,0.443567,,,,,
7194,0.016717,0.26,0.434733,0.422733,,,,
7195,0.0183,0.26,0.41425,,,,,
7196,0.0182,0.3,0.43255,0.4243,0.651867,,,
7197,0.017367,0.31,0.4173,,,,,
7198,0.017567,0.26,0.403733,0.420583,,,,
7199,0.0191,0.27,0.389217,,,,,
7200,0.017167,0.26,0.396333,0.415933,0.6212,1.054767,3.62895,19.260333
7201,0.01795,0.27,0.40215,,,,,
7202,0.018217,0.26,0.415783,0.399933,,,,
7203,0.017383,0.26,0.41595,,,,,
7204,0.017417,0.26,0.409533,0.45215,0.642533,,,
7205,0.016933,0.26,0.442467,,,,,
7206,0.01755,0.26,0.422483,0.454317,,,,
7207,0.018,0.26,0.41385,,,,,
7208,0.017,0.26,0.408033,0.4199,0.639767,1.04975,,
7209,0.019433,0.26,0.417767,,,,,
7210,0.016667,0.25,0.41545,0.4143,,,,
7211,0.017117,0.25,0.419933,,,,,
7212,0.023917,0.26,0.423883,0.409367,0.611367,,,
7213,0.0194,0.26,0.424433,,,,,
7214,0.019633,0.25,0.411433,0.42205,,,,
7215,0.021017,0.24,0.4004,,,,,
7216,0.021983,0.26,0.419717,0.429583,0.648483,1.027783,3.623383,
7217,0.0186,0.26,0.415117,,,,,
7218,0.020883,0.26,0.429167,0.406933,,,,
7219,0.0206,0.26,0.394567,,,,,
7220,0.0206,0.27,0.370733,0.415867,0.623683,,,
7221,0.018617,0.26,0.387067,,,,,
7222,0.021033,0.25,0.4043,0.433767,,,,
7223,0.01725,0.26,0.419267,,,,,
7224,0.018117,0.26,0.3849,0.441033,0.624583,0.957217,,
7225,0.0186,0.26,0.395183,,,,,
7226,0.0201,0.25,0.387983,0.43305,,,,
7227,0.0184,0.26,0.384867,,,,,
7228,0.017217,0.25,0.419483,0.4113,0.6227,,,
7229,0.017833,0.25,0.404883,,,,,
7230,0.01675,0.29,0.412183,0.41245,,,,
7231,0.016067,0.25,0.425217,,,,,
7232,0.017633,0.31,0.4053,0.409717,0.6309,1.016233,3.647833,19.639217
7233,0.0192,0.26,0.415183,,,,,
7234,0.01895,0.26,0.406917,0.409317,,,,
7235,0.018467,0.32,0.41115,,,,,
7236,0.018933,0.27,0.416517,0.4098,0.682167,,,
7237,0.016367,0.26,0.39935,,,,,
7238,0.015867,0.31,0.384883,0.451417,,,,
7239,0.017,0.26,0.393667,,,,,
7240,0.016367,0.26,0.383967,0.445567,0.678467,0.96665,,
7241,0.016967,0.3,0.4125,,,,,
7242,0.018983,0.28,0.398583,0.4472,,,,
7243,0.018383,0.26,0.407683,,,,,
7244,0.01625,0.26,0.383233,0.461583,0.627333,,,
7245,0.017417,0.25,0.4093,,,,,
7246,0.019517,0.25,0.413467,0.451383,,,,
7247,0.017683,0.24,0.4404,,,,,
7248,0.01655,0.24,0.389217,0.429483,0.6305,0.99925,3.655033,
7249,0.017533,0.24,0.3879,,,,,
7250,0.017667,0.26,0.389467,0.411717,,,,
7251,0.016367,0.25,0.4087,,,,,
7252,0.016017,0.25,0.417,0.415683,0.6301,,,
7253,0.018283,0.25,0.43825,,,,,
7254,0.017233,0.26,0.398733,0.42835,,,,
7255,0.0168,0.27,0.412867,,,,,
7256,0.018167,0.26,0.417367,0.409067,0.618717,1.017433,,
7257,0.016633,0.26,0.419667,,,,,
7258,0.017067,0.26,0.404883,0.463033,,,,
7259,0.016617,0.26,0.40875,,,,,
7260,0.018067,0.27,0.416967,0.408117,0.663817,,,
7261,0.0174,0.26,0.415033,,,,,
7262,0.018067,0.26,0.4,0.406533,,,,
7263,0.017733,0.26,0.38875,,,,,
7264,0.016533,0.25,0.41245,0.41485,0.655383,0.982317,3.632167,21.246
7265,0.018533,0.26,0.392,,,,,
7266,0.018317,0.24,0.432233,0.402383,,,,
7267,0.020817,0.24,0.430033,,,,,
7268,0.019417,0.24,0.414283,0.442783,0.633133,,,
7269,0.018967,0.24,0.450283,,,,,
7270,0.016233,0.25,0.397383,0.406417,,,,
7271,0.017133,0.25,0.398383,,,,,
7272,0.0177,0.25,0.404383,0.427583,0.618067,1.013717,,
7273,0.0202,0.26,0.38125,,,,,
7274,0.015817,0.26,0.38645,0.4205,,,,
7275,0.0171,0.27,0.38445,,,,,
7276,0.0169,0.26,0.3976,0.417417,0.659983,,,
7277,0.016267,0.26,0.409083,,,,,
7278,0.017317,0.26,0.4061,0.4209,,,,
7279,0.018883,0.26,0.401667,,,,,
7280,0.016383,0.26,0.433117,0.426367,0.6636,1.00755,3.639567,
7281,0.017917,0.26,0.42865,,,,,
7282,0.018583,0.26,0.423633,0.432483,,,,
7283,0.016867,0.24,0.40555,,,,,
7284,0.0195,0.26,0.3952,0.410033,0.62235,,,
7285,0.016133,0.25,0.419,,,,,
7286,0.018117,0.26,0.407267,0.41735,,,,
7287,0.016883,0.26,0.408117,,,,,
7288,0.019167,0.26,0.4055,0.430667,0.673767,0.99795,,
7289,0.016633,0.26,0.420583,,,,,
7290,0.016133,0.28,0.439233,0.44365,,,,
7291,0.016133,0.27,0.431017,,,,,
7292,0.016233,0.26,0.38675,0.441317,0.685667,,,
7293,0.0163,0.27,0.397867,,,,,
7294,0.017767,0.26,0.389917,0.431317,,,,
7295,0.0169,0.26,0.384317,,,,,
7296,0.016767,0.26,0.441533,0.428583,0.671133,1.00575,3.63215,20.038317
7297,0.016183,0.26,0.404817,,,,,
7298,0.016783,0.26,0.412133,0.468317,,,,
7299,0.01745,0.26,0.41555,,,,,
7300,0.01765,0.26,0.4139,0.432017,0.640717,,,
7301,0.017783,0.25,0.4182,,,,,
7302,0.018183,0.25,0.405517,0.408433,,,,
7303,0.0174,0.24,0.430117,,,,,
7304,0.017117,0.24,0.3989,0.422033,0.64645,1.033083,,
7305,0.017667,0.26,0.384667,,,,,
7306,0.017633,0.26,0.406617,0.411917,,,,
7307,0.016867,0.26,0.406483,,,,,
7308,0.01735,0.26,0.393667,0.409133,0.640117,,,
7309,0.020333,0.26,0.403167,,,,,
7310,0.018117,0.27,0.395267,0.426967,,,,
7311,0.016683,0.26,0.3995,,,,,
7312,0.016667,0.26,0.380483,0.421067,0.630317,1.0236,3.632483,
7313,0.018267,0.26,0.3898,,,,,
7314,0.018933,0.26,0.404333,0.42785,,,,
7315,0.016583,0.26,0.389333,,,,,
7316,0.015367,0.26,0.4158,0.41975,0.626133,,,
7317,0.017083,0.26,0.40425,,,,,
7318,0.015733,0.26,0.411883,0.409,,,,
7319,0.016717,0.26,0.394583,,,,,
7320,0.018067,0.25,0.392267,0.42275,0.631333,1.000967,,
7321,0.017533,0.25,0.40685,,,,,
7322,0.0181,0.24,0.4112,0.411367,,,,
7323,0.017,0.24,0.419167,,,,,
7324,0.01935,0.25,0.419117,0.40965,0.631633,,,
7325,0.018717,0.26,0.412733,,,,,
7326,0.01745,0.25,0.4068,0.417517,,,,
7327,0.016167,0.27,0.401183,,,,,
7328,0.016433,0.26,0.399583,0.45145,0.619133,1.007017,3.62835,19.909767
7329,0.019033,0.26,0.385833,,,,,
7330,0.018583,0.26,0.3965,0.453667,,,,
7331,0.0168,0.26,0.413783,,,,,
7332,0.017317,0.27,0.4003,0.431217,0.664233,,,
7333,0.015717,0.26,0.42055,,,,,
7334,0.01645,0.26,0.402183,0.440333,,,,
7335,0.01775,0.26,0.398417,,,,,
7336,0.017717,0.26,0.404533,0.405217,0.62585,1.00185,,
