Time(fs),ZINDO,LC-DFTB,STO-3G,3-21G,6-31G,def2-SVP,def2-TZVP,def2-QZVP
2128,4.655462,6.00523,6.498409,5.770232,5.683237,5.566146,5.464893,
2129,4.658075,6.014904,6.507634,,,,,
2130,4.660551,6.025105,6.518055,5.78664,,,,
2131,4.664252,6.037451,6.5306,,,,,
2132,4.670537,6.053365,6.54641,5.811049,5.722721,,,
2133,4.680524,6.073916,6.565648,,,,,
2134,4.694239,6.098683,6.588043,5.845961,,,,
2135,4.710511,6.125843,6.611853,,,,,
2136,4.727164,6.152525,6.634493,5.883295,5.794776,5.674856,,
2137,4.74145,6.175034,6.652779,,,,,
2138,4.751056,6.190255,6.664235,5.906561,,,,
2139,4.754621,6.195965,6.66731,,,,,
2140,4.752063,6.191596,6.661949,5.904547,5.816845,,,
2141,4.744716,6.178566,6.649731,,,,,
2142,4.734131,6.158817,6.632479,5.8812,,,,
2143,4.722185,6.135349,6.612697,,,,,
2144,4.710103,6.110633,6.59237,5.848982,5.761606,5.641223,5.540023,5.516812
2145,4.698348,6.086087,6.572397,,,,,
2146,4.686674,6.062045,6.553049,5.816328,,,,
2147,4.674374,6.037771,6.533593,,,,,
2148,4.661122,6.012862,6.513566,5.783184,5.695836,,,
2149,4.647,5.987524,6.493048,,,,,
2150,4.632959,5.963159,6.472885,5.750014,,,,
2151,4.620713,5.942314,6.455034,,,,,
2152,4.612033,5.927326,6.441401,5.725442,5.639018,5.52405,,
2153,4.608577,5.920246,6.434136,,,,,
2154,4.611189,5.921813,6.434408,5.720598,,,,
2155,4.619679,5.931608,6.442245,,,,,
2156,4.632578,5.94795,6.456503,5.738394,5.652896,,,
2157,4.647489,5.96813,6.474762,,,,,
2158,4.661857,5.989139,6.494246,5.768626,,,,
2159,4.673504,6.008054,6.512205,,,,,
2160,4.681096,6.022751,6.526573,5.795348,5.709578,5.590854,5.490607,
2161,4.684361,6.032274,6.53626,,,,,
2162,4.684062,6.037224,6.541566,5.80879,,,,
2163,4.681585,6.039623,6.543797,,,,,
2164,4.678483,6.042024,6.544723,5.812056,5.72468,,,
2165,4.676089,6.046454,6.545866,,,,,
2166,4.675354,6.053945,6.548723,5.814777,,,,
2167,4.676687,6.063784,6.55373,,,,,
2168,4.680061,6.074825,6.560968,5.823348,5.734939,5.616596,,
2169,4.685286,6.086028,6.570084,,,,,
2170,4.692279,6.097316,6.580968,5.83856,,,,
2171,4.700824,6.109253,6.593295,,,,,
2172,4.710838,6.122896,6.606846,5.859295,5.770912,,,
2173,4.721804,6.138473,6.620969,,,,,
2174,4.732688,6.154546,6.634357,5.881826,,,,
2175,4.742022,6.168341,6.645187,,,,,
2176,4.747981,6.176556,6.651419,5.896003,5.808083,5.685305,5.581657,5.557602
2177,4.749097,6.176572,6.651119,,,,,
2178,4.744144,6.166653,6.642874,5.889418,,,,
2179,4.73277,6.146394,6.62603,,,,,
2180,4.7156,6.116956,6.601186,5.855784,5.768599,,,
2181,4.694484,6.081322,6.570628,,,,,
2182,4.670973,6.041926,6.536287,5.802967,,,,
2183,4.647081,6.001979,6.501076,,,,,
2184,4.624768,5.964602,6.46785,5.747157,5.660896,5.543724,,
2185,4.605638,5.932275,6.439061,,,,,
2186,4.590917,5.906939,6.416475,5.705469,,,,
2187,4.581583,5.889937,6.401808,,,,,
2188,4.578046,5.881751,6.395278,5.688271,5.602419,,,
2189,4.580495,5.882625,6.397074,,,,,
2190,4.588413,5.891822,6.40638,5.697605,,,,
2191,4.60074,5.907902,6.421754,,,,,
2192,4.616196,5.92927,6.441673,5.726911,5.640814,5.524295,5.424375,
2193,4.633203,5.953938,6.464177,,,,,
2194,4.650102,5.979844,6.487415,5.765089,,,,
2195,4.665531,6.005073,6.509566,,,,,
2196,4.678674,6.028365,6.529539,5.800246,5.713823,,,
2197,4.689123,6.048656,6.546464,,,,,
2198,4.696905,6.065637,6.560288,5.825199,,,,
2199,4.702266,6.079091,6.570927,,,,,
2200,4.705667,6.089513,6.579063,5.838941,5.751646,5.631127,,
2201,4.707491,6.097267,6.58505,,,,,
2202,4.708116,6.103106,6.589649,5.845254,,,,
2203,4.708116,6.107855,6.593567,,,,,
2204,4.707899,6.11213,6.59735,5.849607,5.761007,,,
2205,4.708035,6.116443,6.601377,,,,,
2206,4.709123,6.121426,6.605921,5.855812,,,,
2207,4.711627,6.127485,6.611091,,,,,
2208,4.715572,6.134282,6.616506,5.864846,5.775429,5.654202,5.549602,5.526499
2209,4.72047,6.140843,6.621486,,,,,
2210,4.725314,6.145614,6.624969,5.872928,,,,
2211,4.728552,6.146883,6.625758,,,,,
2212,4.728852,6.143302,6.622629,5.87271,5.783974,,,
2213,4.725287,6.1341,6.614955,,,,,
2214,4.717885,6.119474,6.602846,5.858614,,,,
2215,4.707463,6.100243,6.587009,,,,,
2216,4.695463,6.077749,6.568723,5.832491,5.744816,5.624705,,
2217,4.683517,6.053998,6.549621,,,,,
2218,4.672959,6.031186,6.531307,5.802396,,,,
2219,4.664388,6.011204,6.514981,,,,,
2220,4.657666,5.994773,6.500967,5.776382,5.689332,,,
2221,4.652224,5.981859,6.489456,,,,,
2222,4.647054,5.970931,6.479524,5.756762,,,,
2223,4.641639,5.961017,6.470599,,,,,
2224,4.635843,5.951392,6.462408,5.741415,5.654828,5.538554,5.438171,
2225,4.630237,5.942337,6.455224,,,,,
2226,4.626074,5.935551,6.450326,5.731564,,,,
2227,4.624686,5.933238,6.449265,,,,,
2228,4.627244,5.937749,6.453619,5.734993,5.648815,,,
2229,4.634401,5.950622,6.464395,,,,,
2230,4.645775,5.971668,6.481538,5.758449,,,,
2231,4.66036,5.999104,6.503933,,,,,
2232,4.676742,6.030348,6.529729,5.798477,5.711673,5.592433,,
2233,4.693313,6.062416,6.556641,,,,,
2234,4.70877,6.092725,6.582601,5.842614,,,,
2235,4.721913,6.118717,6.605295,,,,,
2236,4.732008,6.138602,6.623282,5.876465,5.788355,,,
2237,4.738593,6.151385,6.635337,,,,,
2238,4.741478,6.15716,6.641677,5.890996,,,,
2239,4.740743,6.157357,6.642493,,,,,
2240,4.736797,6.153555,6.638656,5.886833,5.797879,5.675373,5.571126,5.547724
2241,4.730511,6.147323,6.631554,,,,,
2242,4.72243,6.139064,6.621894,5.871377,,,,
2243,4.713613,6.12947,6.610792,,,,,
2244,4.705014,6.119088,6.599227,5.851975,5.76283,,,
2245,4.69745,6.108308,6.588016,,,,,
2246,4.691599,6.097893,6.577975,5.834886,,,,
2247,4.68779,6.088321,6.569812,,,,,
2248,4.685966,6.079792,6.563689,5.824437,5.735782,5.615589,,
2249,4.685749,6.072462,6.55958,,,,,
2250,4.686429,6.065856,6.556668,5.82041,,,,
2251,4.687082,6.05938,6.553947,,,,,
2252,4.686674,6.051782,6.549866,5.816464,5.728571,,,
2253,4.684225,6.042056,6.54309,,,,,
2254,4.679027,6.029495,6.532722,5.803212,,,,
2255,4.671,6.014242,6.518845,,,,,
2256,4.660469,5.997068,6.502218,5.777715,5.690693,5.572187,5.471124,
2257,4.648143,5.978953,6.484123,,,,,
2258,4.635163,5.961444,6.466354,5.747075,,,,
2259,4.622781,5.945993,6.450571,,,,,
2260,4.612577,5.934406,6.438707,5.723428,5.636624,,,
2261,4.605938,5.928086,6.432149,,,,,
2262,4.603924,5.928191,6.432013,5.717741,,,,
2263,4.607325,5.935533,6.439006,,,,,
2264,4.616332,5.950201,6.453184,5.735646,5.648107,5.532078,,
2265,4.630591,5.9717,6.474136,,,,,
2266,4.649013,5.998829,6.500531,5.775375,,,,
2267,4.670075,6.030028,6.530627,,,,,
2268,4.691926,6.063522,6.562192,5.826614,5.738449,,,
2269,4.71277,6.097397,6.592805,,,,,
2270,4.731137,6.129507,6.62018,5.873853,,,,
2271,4.745859,6.157124,6.642139,,,,,
2272,4.756662,6.178548,6.657786,5.903159,5.814913,5.692407,5.589058,5.565058
2273,4.763356,6.192371,6.666603,,,,,
2274,4.765886,6.198094,6.668943,5.910343,,,,
2275,4.764145,6.19583,6.665024,,,,,
2276,4.758022,6.186059,6.655827,5.89867,5.810287,,,
2277,4.747627,6.169606,6.642085,,,,,
2278,4.733695,6.148065,6.624996,5.874016,,,,
2279,4.717831,6.123957,6.606329,,,,,
2280,4.702021,6.100053,6.587962,5.845009,5.756408,5.63627,,
2281,4.688606,6.079602,6.572043,,,,,
2282,4.678864,6.06424,6.559553,5.822342,,,,
2283,4.673367,6.054463,6.550927,,,,,
2284,4.671435,6.048694,6.545267,5.810015,5.721768,,,
2285,4.671572,6.044378,6.540967,,,,,
2286,4.671789,6.038971,6.536124,5.801525,,,,
2287,4.67051,6.030965,6.529294,,,,,
2288,4.666918,6.020213,6.520069,5.788219,5.701469,5.582854,5.481165,
2289,4.661258,6.007718,6.508967,,,,,
2290,4.654837,5.995364,6.497919,5.770912,,,,
2291,4.64934,5.985188,6.488858,,,,,
2292,4.645857,5.978029,6.482844,5.759374,5.67374,,,
2293,4.644904,5.974563,6.480558,,,,,
2294,4.645993,5.974582,6.481565,5.758585,,,,
2295,4.64787,5.976995,6.484558,,,,,
2296,4.649449,5.980775,6.488422,5.764272,5.677822,5.560813,,
2297,4.649884,5.984643,6.491987,,,,,
2298,4.649258,5.988217,6.494926,5.769905,,,,
2299,4.648605,5.992318,6.498001,,,,,
2300,4.649258,5.998377,6.502355,5.776463,5.688979,,,
2301,4.652768,6.008453,6.509729,,,,,
2302,4.660034,6.023823,6.521239,5.791702,,,,
2303,4.671218,6.044687,6.537212,,,,,
2304,4.68564,6.069967,6.557077,5.819974,5.732462,5.614066,5.512948,5.489818
2305,4.701776,6.097306,6.5792,,,,,
2306,4.717885,6.12412,6.601622,5.855431,,,,
2307,4.732335,6.148021,6.622357,,,,,
2308,4.743736,6.167179,6.639745,5.886724,5.799593,,,
2309,4.751519,6.180737,6.652861,,,,,
2310,4.75541,6.188174,6.660915,5.905091,,,,
2311,4.75541,6.189148,6.663364,,,,,
2312,4.751655,6.183541,6.65999,5.905309,5.817743,5.695156,,
2313,4.744308,6.171312,6.650657,,,,,
2314,4.733477,6.152535,6.635445,5.885336,,,,
2315,4.719654,6.128104,6.614874,,,,,
2316,4.703681,6.099728,6.590275,5.848029,5.7603,,,
2317,4.687,6.070034,6.563852,,,,,
2318,4.671218,6.041769,6.537947,5.804845,,,,
2319,4.657884,6.017279,6.515062,,,,,
2320,4.648061,5.997998,6.496776,5.770912,5.683999,5.566282,5.465192,
2321,4.642428,5.984859,6.484477,,,,,
2322,4.640605,5.97733,6.477946,5.755456,,,,
2323,4.641857,5.974716,6.476558,,,,,
2324,4.645068,5.975751,6.47898,5.756436,5.670448,,,
2325,4.64904,5.979087,6.483715,,,,,
2326,4.652768,5.983425,6.489211,5.765279,,,,
2327,4.655544,5.987619,6.494137,,,,,
2328,4.656986,5.990987,6.497892,5.773089,5.687509,5.569521,,
2329,4.657068,5.993155,6.500042,,,,,
2330,4.656007,5.994083,6.500695,5.775674,,,,
2331,4.654265,5.99422,6.500423,,,,,
2332,4.652279,5.994054,6.499933,5.77445,5.688734,,,
2333,4.650673,5.994376,6.500096,,,,,
2334,4.650129,5.996252,6.501865,5.774667,,,,
2335,4.65149,6.001104,6.506219,,,,,
2336,4.655326,6.010168,6.513702,5.782885,5.696707,5.578963,5.478471,5.455858
2337,4.662156,6.024685,6.524994,,,,,
2338,4.672061,6.044597,6.540097,5.803457,,,,
2339,4.684551,6.068614,6.558464,,,,,
2340,4.698647,6.094528,6.578927,5.835022,5.747946,,,
2341,4.713042,6.1196,6.599826,,,,,
2342,4.726702,6.142005,6.619663,5.869417,,,,
2343,4.738702,6.160173,6.63716,,,,,
2344,4.748607,6.173704,6.651364,5.897391,5.809824,5.688897,,
2345,4.756117,6.182523,6.661568,,,,,
2346,4.761015,6.186917,6.66731,5.91233,,,,
2347,4.76292,6.186499,6.667963,,,,,
2348,4.761396,6.180816,6.663092,5.909282,5.822314,,,
2349,4.755845,6.16926,6.652398,,,,,
2350,4.746022,6.151938,6.636071,5.886207,,,,
2351,4.732199,6.129772,6.615091,,,,,
2352,4.715327,6.104086,6.590819,5.847839,5.761633,5.64144,5.539153,
2353,4.696851,6.076631,6.565322,,,,,
2354,4.67881,6.049564,6.54075,5.805879,,,,
2355,4.663027,6.024695,6.518817,,,,,
2356,4.651109,6.003836,6.501157,5.773035,5.687101,,,
2357,4.643571,5.987629,6.488205,,,,,
2358,4.640061,5.976029,6.479715,5.755565,,,,
2359,4.639516,5.968456,6.474898,,,,,
2360,4.640578,5.963969,6.472476,5.750694,5.665277,5.548622,,
2361,4.642074,5.96191,6.471987,,,,,
2362,4.643435,5.961851,6.472667,5.752708,,,,
2363,4.644959,5.964294,6.474953,,,,,
2364,4.647408,5.969836,6.479388,5.760327,5.675237,,,
2365,4.651653,5.979096,6.486681,,,,,
2366,4.658456,5.992555,6.497484,5.775756,,,,
2367,4.667653,6.00961,6.511525,,,,,
2368,4.678538,6.029199,6.52796,5.799049,5.713605,5.594936,5.49371,5.470634
2369,4.689667,6.04966,6.545294,,,,,
2370,4.699409,6.068952,6.561621,5.823865,,,,
2371,4.706538,6.085579,6.575472,,,,,
2372,4.710538,6.098465,6.585948,5.841689,5.755021,,,
2373,4.711763,6.107626,6.592914,,,,,
2374,4.711273,6.113682,6.597077,5.850288,,,,
2375,4.710266,6.117709,6.599581,,,,,
2376,4.709994,6.121222,6.601812,5.854478,5.766749,5.647127,,
2377,4.711137,6.125329,6.604778,,,,,
2378,4.713695,6.130595,6.608887,5.860519,,,,
2379,4.717396,6.137074,6.613976,,,,,
2380,4.721477,6.143897,6.619472,5.869553,5.781769,,,
2381,4.725232,6.149612,6.624262,,,,,
2382,4.728062,6.152636,6.627228,5.876792,,,,
2383,4.729532,6.151763,6.627554,,,,,
2384,4.729314,6.146398,6.62467,5.876084,5.788844,5.667427,5.564541,
2385,4.727083,6.136309,6.618112,,,,,
2386,4.72262,6.122014,6.60788,5.863567,,,,
2387,4.715627,6.103962,6.594193,,,,,
2388,4.706048,6.082894,6.577349,5.839131,5.752762,,,
2389,4.694103,6.059657,6.557866,,,,,
2390,4.68017,6.035081,6.536287,5.805416,,,,
2391,4.665313,6.010681,6.513974,,,,,
2392,4.650537,5.987292,6.491933,5.768735,5.682611,5.564759,,
2393,4.636931,5.965817,6.471551,,,,,
2394,4.625639,5.947246,6.45449,5.737877,,,,
2395,4.61772,5.932803,6.442027,,,,,
2396,4.613856,5.923525,6.435523,5.722748,5.636923,,,
2397,4.614482,5.920735,6.435768,,,,,
2398,4.619652,5.925509,6.443061,5.729741,,,,
2399,4.629013,5.938305,6.456857,,,,,
2400,4.641612,5.958371,6.475742,5.757116,5.671264,5.553493,5.45311,5.43096
2401,4.656279,5.983822,6.497892,,,,,
2402,4.671517,6.011724,6.521103,5.793878,,,,
2403,4.68583,6.039379,6.543308,,,,,
2404,4.697831,6.064594,6.562818,5.826587,5.740082,,,
2405,4.706565,6.085899,6.578574,,,,,
2406,4.711545,6.102303,6.589948,5.847186,,,,
2407,4.712906,6.113384,6.597105,,,,,
2408,4.711627,6.119874,6.600833,5.855077,5.767456,5.646556,,
2409,4.70896,6.122886,6.602193,,,,,
2410,4.706266,6.123998,6.602492,5.855948,,,,
2411,4.704769,6.124746,6.602928,,,,,
2412,4.704933,6.125946,6.604016,5.856546,5.768137,,,
2413,4.706837,6.128101,6.606139,,,,,
2414,4.709967,6.130755,6.608969,5.860057,,,,
2415,4.713695,6.133306,6.612071,,,,,
2416,4.717423,6.135317,6.614928,5.865254,5.776735,5.656679,5.553874,
2417,4.720797,6.136583,6.617323,,,,,
2418,4.723709,6.137122,6.618847,5.869472,,,,
2419,4.726185,6.13691,6.619309,,,,,
2420,4.728035,6.13542,6.618302,5.86988,5.781987,,,
2421,4.728879,6.131817,6.615336,,,,,
2422,4.727654,6.124406,6.609132,5.86237,,,,
2423,4.723192,6.111745,6.598601,,,,,
2424,4.714593,6.093022,6.5829,5.840873,5.754014,5.633141,,
2425,4.701368,6.068149,6.562056,,,,,
2426,4.684143,6.038309,6.536831,5.804192,,,,
2427,4.664633,6.006322,6.509511,,,,,
2428,4.645285,5.975577,6.483062,5.761878,5.6754,,,
2429,4.628822,5.949709,6.460558,,,,,
2430,4.61753,5.931777,6.444884,5.731646,,,,
2431,4.612768,5.923421,6.437619,,,,,
2432,4.6144,5.92447,6.438734,5.72604,5.639318,5.523207,5.42296,5.400973
2433,4.621339,5.93375,6.447143,,,,,
2434,4.631707,5.948943,6.460558,5.742531,,,,
2435,4.643598,5.967836,6.476912,,,,,
2436,4.655653,5.988529,6.494409,5.769334,5.682339,,,
2437,4.667218,6.00984,6.512069,,,,,
2438,4.678538,6.031519,6.529974,5.798586,,,,
2439,4.690157,6.053722,6.548532,,,,,
2440,4.702456,6.076657,6.568043,5.830206,5.743293,5.622039,,
2441,4.715191,6.09997,6.588343,,,,,
2442,4.727382,6.122299,6.608152,5.862859,,,,
2443,4.737559,6.141547,6.625459,,,,,
2444,4.744444,6.155809,6.638493,5.887159,5.799049,,,
2445,4.747083,6.163771,6.64584,,,,,
2446,4.745396,6.16525,6.647038,5.893853,,,,
2447,4.740117,6.16123,6.64282,,,,,
2448,4.732525,6.153106,6.634684,5.883758,5.794287,5.673005,5.569085,
2449,4.724171,6.142544,6.624343,,,,,
2450,4.716307,6.130766,6.61354,5.866206,,,,
2451,4.709912,6.119031,6.603554,,,,,
2452,4.70515,6.107831,6.594819,5.850179,5.760817,,,
2453,4.701858,6.097688,6.587309,,,,,
2454,4.699436,6.088669,6.580506,5.837961,,,,
2455,4.697341,6.080833,6.573975,,,,,
2456,4.694973,6.073467,6.567254,5.827566,5.739401,5.618746,,
2457,4.692062,6.065824,6.560043,,,,,
2458,4.688551,6.057468,6.552505,5.816818,,,,
2459,4.684415,6.048114,6.544587,,,,,
2460,4.679708,6.037812,6.536369,5.804954,5.717714,,,
2461,4.674374,6.026686,6.527879,,,,,
2462,4.66817,6.014406,6.5186,5.791157,,,,
2463,4.661177,6.000979,6.508368,,,,,
2464,4.653612,5.986769,6.497239,5.773606,5.686257,5.567969,5.465981,5.443124
2465,4.64602,5.972767,6.485565,,,,,
2466,4.639136,5.96048,6.474572,5.754504,,,,
2467,4.633748,5.951527,6.465401,,,,,
2468,4.630618,5.947216,6.459415,5.740871,5.653957,,,
2469,4.630183,5.948305,6.457728,,,,,
2470,4.632877,5.955161,6.461293,5.741497,,,,
2471,4.638782,5.967643,6.470436,,,,,
2472,4.647843,5.985342,6.485184,5.761007,5.673876,5.555289,,
2473,4.659898,6.007663,6.505076,,,,,
2474,4.674483,6.033726,6.529185,5.797879,,,,
2475,4.690892,6.062486,6.556124,,,,,
2476,4.707899,6.092195,6.583853,5.843757,5.755728,,,
2477,4.724035,6.120742,6.610084,,,,,
2478,4.737641,6.145726,6.632398,5.883948,,,,
2479,4.747246,6.164799,6.648752,,,,,
2480,4.752063,6.176686,6.658113,5.904547,5.815893,5.69287,5.588215,
2481,4.75209,6.181018,6.660344,,,,,
2482,4.748144,6.178529,6.656317,5.901962,,,,
2483,4.741804,6.171103,6.647881,,,,,
2484,4.73462,6.160839,6.63716,5.884629,5.796028,,,
2485,4.72779,6.14924,6.625622,,,,,
2486,4.721858,6.137426,6.614465,5.864111,,,,
2487,4.716606,6.125378,6.603717,,,,,
2488,4.711382,6.112832,6.593105,5.845308,5.757034,5.636134,,
2489,4.705477,6.099096,6.581893,,,,,
2490,4.698592,6.084174,6.570002,5.826913,,,,
2491,4.691,6.068526,6.557757,,,,,
2492,4.683408,6.052925,6.545866,5.809716,5.721578,,,
2493,4.676878,6.03866,6.535498,,,,,
2494,4.672306,6.026743,6.527389,5.797688,,,,
2495,4.670048,6.017722,6.52192,,,,,
2496,4.669694,6.011396,6.518545,5.79211,5.704652,5.585521,5.482961,5.459505
2497,4.670102,6.00679,6.516015,,,,,
2498,4.669884,6.002685,6.512885,5.787293,,,,
2499,4.667844,5.998092,6.508123,,,,,
2500,4.663245,5.992142,6.501076,5.776382,5.689577,,,
2501,4.656496,5.98529,6.492586,,,,,
2502,4.64866,5.978213,6.483742,5.760844,,,,
2503,4.641448,5.972364,6.476558,,,,,
2504,4.636687,5.969525,6.473184,5.750993,5.663917,5.54533,,
2505,4.635652,5.97088,6.474844,,,,,
2506,4.639054,5.977335,6.482136,5.757388,,,,
2507,4.646619,5.989138,6.494708,,,,,
2508,4.65753,6.006025,6.51147,5.781089,5.693115,,,
2509,4.670429,6.027133,6.530872,,,,,
2510,4.684062,6.051163,6.551362,5.814369,,,,
2511,4.697531,6.076538,6.571798,,,,,
2512,4.710157,6.101268,6.591091,5.848029,5.759592,5.639345,5.536268,
2513,4.721858,6.124231,6.608996,,,,,
2514,4.732743,6.144715,6.62535,5.87671,,,,
2515,4.742757,6.162338,6.640099,,,,,
2516,4.751437,6.176371,6.652371,5.898506,5.809879,,,
2517,4.758049,6.186447,6.661378,,,,,
2518,4.761424,6.191329,6.665895,5.908738,,,,
2519,4.760662,6.190011,6.664725,,,,,
2520,4.755138,6.181659,6.657215,5.901146,5.812682,5.689169,,
2521,4.744797,6.166004,6.643228,,,,,
2522,4.730294,6.1437,6.623581,5.873744,,,,
2523,4.712906,6.116457,6.599907,,,,,
2524,4.694211,6.086536,6.574247,5.833526,5.745197,,,
2525,4.675953,6.056371,6.548804,,,,,
2526,4.659762,6.028518,6.52562,5.793525,,,,
2527,4.646755,6.004913,6.506082,,,,,
2528,4.637612,5.987052,6.491143,5.765116,5.67755,5.559289,5.457546,5.435096
2529,4.63236,5.97528,6.480939,,,,,
2530,4.630673,5.969296,6.475225,5.752436,,,,
2531,4.631843,5.967731,6.473238,,,,,
2532,4.635135,5.969116,6.474191,5.752354,5.665903,,,
2533,4.639843,5.972389,6.477429,,,,,
2534,4.645313,5.976766,6.482272,5.759837,,,,
2535,4.651027,5.982121,6.488313,,,,,
2536,4.656415,5.988123,6.49479,5.770558,5.684298,5.56465,,
2537,4.660905,5.994483,6.50113,,,,,
2538,4.66417,6.000852,6.506736,5.780327,,,,
2539,4.665966,6.006645,6.511144,,,,,
2540,4.666347,6.011541,6.514164,5.785933,5.698884,,,
2541,4.665612,6.015376,6.515851,,,,,
2542,4.664197,6.018347,6.516722,5.787321,,,,
2543,4.662973,6.021493,6.517974,,,,,
2544,4.662918,6.02619,6.520994,5.790287,5.702584,5.584378,5.482716,
2545,4.665204,6.034248,6.527443,,,,,
2546,4.670946,6.0474,6.538736,5.804654,,,,
2547,4.680715,6.06632,6.555362,,,,,
2548,4.694565,6.091005,6.577159,5.836111,5.748082,,,
2549,4.71179,6.119995,6.602629,,,,,
2550,4.730566,6.150465,6.62935,5.87856,,,,
2551,4.748743,6.17895,6.654221,,,,,
2552,4.763328,6.201015,6.67346,5.914262,5.825988,5.702911,,
2553,4.772036,6.21327,6.684344,,,,,
2554,4.773397,6.213677,6.684861,5.923922,,,,
2555,4.76722,6.202089,6.675065,,,,,
2556,4.754539,6.180046,6.656235,5.901989,5.814151,,,
2557,4.737586,6.150826,6.631228,,,,,
2558,4.718838,6.117869,6.603227,5.859812,,,,
2559,4.700524,6.084277,6.575009,,,,,
2560,4.684143,6.052238,6.548641,5.81494,5.727864,5.607943,5.505982,5.483206
2561,4.670157,6.022903,6.525022,,,,,
2562,4.658483,5.997416,6.504695,5.777824,,,,
2563,4.648714,5.976407,6.487606,,,,,
2564,4.640578,5.960523,6.473864,5.751946,5.665277,,,
2565,4.634237,5.950158,6.463823,,,,,
2566,4.63021,5.945419,6.458027,5.739374,,,,
2567,4.629231,5.946207,6.457102,,,,,
2568,4.631897,5.952387,6.461374,5.742721,5.656597,5.539098,,
2569,4.638265,5.963192,6.470708,,,,,
2570,4.647571,5.977314,6.483633,5.760925,,,,
2571,4.658456,5.993134,6.498899,,,,,
2572,4.668742,6.008098,6.513566,5.784599,5.698856,,,
2573,4.676606,6.02057,6.52562,,,,,
2574,4.681014,6.029637,6.533811,5.801062,,,,
2575,4.681776,6.035259,6.537865,,,,,
2576,4.680089,6.038963,6.539172,5.806178,5.720027,5.600732,5.499478,
2577,4.677803,6.042827,6.539961,,,,,
2578,4.676878,6.048768,6.542519,5.809226,,,,
2579,4.678837,6.057909,6.548641,,,,,
2580,4.684334,6.070391,6.559009,5.821661,5.734041,,,
2581,4.692987,6.085296,6.573322,,,,,
2582,4.703436,6.100764,6.589349,5.84441,,,,
2583,4.714185,6.115621,6.605214,,,,,
2584,4.7236,6.128983,6.618738,5.867186,5.778667,5.658529,,
2585,4.730838,6.140694,6.628779,,,,,
2586,4.735491,6.149938,6.634792,5.880411,,,,
2587,4.737695,6.155784,6.636942,,,,,
2588,4.737967,6.157761,6.635854,5.88256,5.794885,,,
2589,4.736797,6.155932,6.632507,,,,,
2590,4.734539,6.150652,6.627473,5.877118,,,,
2591,4.731056,6.141845,6.620588,,,,,
2592,4.72594,6.129413,6.611581,5.865581,5.778858,5.657386,5.554772,5.53137
2593,4.718892,6.11341,6.599826,,,,,
2594,4.709531,6.093899,6.585023,5.845499,,,,
2595,4.698075,6.071571,6.567254,,,,,
2596,4.684796,6.047085,6.546818,5.815539,5.729224,,,
2597,4.67051,6.021913,6.524886,,,,,
2598,4.655979,5.997192,6.502491,5.779456,,,,
2599,4.642156,5.97433,6.481021,,,,,
2600,4.629938,5.954543,6.461864,5.745415,5.6594,5.54269,,
2601,4.619951,5.938482,6.445918,,,,,
2602,4.612822,5.926844,6.434163,5.721659,,,,
2603,4.609176,5.920413,6.427523,,,,,
2604,4.609149,5.919514,6.426462,5.714938,5.62963,,,
2605,4.612904,5.924621,6.431278,,,,,
2606,4.620196,5.93568,6.441836,5.727945,,,,
2607,4.630591,5.952411,6.457837,,,,,
2608,4.643408,5.973943,6.477946,5.758068,5.672815,5.555235,5.454335,
2609,4.657775,5.998916,6.500967,,,,,
2610,4.672606,6.025547,6.525185,5.796953,,,,
2611,4.686919,6.052144,6.549076,,,,,
2612,4.699545,6.076489,6.570764,5.833362,5.747401,,,
2613,4.70964,6.097153,6.588778,,,,,
2614,4.716634,6.113023,6.602166,5.8569,,,,
2615,4.720416,6.123887,6.610629,,,,,
2616,4.721015,6.129957,6.614112,5.863757,5.776871,5.656733,,
2617,4.718919,6.132024,6.613214,,,,,
2618,4.714865,6.13119,6.609078,5.857689,,,,
2619,4.709885,6.128507,6.603146,,,,,
2620,4.705232,6.125075,6.597241,5.848056,5.760844,,,
2621,4.702048,6.12165,6.592832,,,,,
2622,4.701368,6.119013,6.591472,5.845009,,,,
2623,4.703708,6.117873,6.593567,,,,,
2624,4.708797,6.118336,6.598955,5.853199,5.766014,5.646229,5.54435,5.521384
